28,0,2.109375,391.953125,0.013049567118287086,0.234375,391.953125,0.02129969745874405,0.234375,375.546875,0.006271639838814735,0.234375,368.984375,0.05861007794737816,7.265625,371.328125,0.008904673159122467,37.734375,413.984375,0.3659975826740265,35.390625,387.734375,0.06337453424930573,68.671875,415.390625,0.10542330145835876,57.890625,389.609375,0.007350365165621042,70.546875,390.546875,0.030858568847179413,58.359375,388.203125,0.006264022551476955,84.140625,402.265625,0.031282100826501846,81.328125,379.765625,0.01940026506781578,81.328125,392.421875,0.0014862840762361884,66.328125,389.140625,0.0011253824923187494,64.453125,422.421875,0.0006931264069862664,73.828125,388.671875,0.0006888883071951568
35,0,450.234375,378.828125,0.020857367664575577,449.296875,377.890625,0.0204097181558609,477.421875,381.171875,0.004498932510614395,449.296875,380.234375,0.34649184346199036,451.640625,387.265625,0.038443293422460556,463.828125,378.359375,0.6272715330123901,462.421875,395.234375,0.7694030404090881,476.015625,369.921875,0.3819212019443512,476.015625,394.765625,0.18897093832492828,479.765625,373.671875,0.0428210124373436,465.703125,378.359375,0.026242665946483612,474.609375,379.296875,0.04390158876776695,479.765625,385.859375,0.03802918642759323,469.453125,367.578125,0.004296568222343922,479.765625,371.328125,0.008673405274748802,477.421875,369.453125,0.002852085744962096,479.765625,368.984375,0.0017151855863630772
46,0,452.109375,293.046875,0.008233644999563694,479.765625,310.859375,0.0025661408435553312,477.421875,309.921875,0.0024358262307941914,444.609375,293.046875,0.02856542356312275,447.890625,293.515625,0.026303641498088837,452.109375,289.765625,0.22015094757080078,452.109375,301.015625,0.35889896750450134,463.359375,292.109375,0.08090246468782425,462.421875,303.359375,0.07067172229290009,464.296875,290.703125,0.04447190836071968,459.140625,300.078125,0.02969071827828884,471.796875,298.203125,0.1707942932844162,474.609375,305.703125,0.242387056350708,470.390625,292.109375,0.008852521888911724,475.546875,308.046875,0.015473814681172371,452.578125,285.078125,0.003984452690929174,472.265625,283.203125,0.0030422513373196125
49,0,449.765625,335.703125,0.06736113876104355,446.015625,337.578125,0.007601524703204632,447.890625,335.703125,0.05587752163410187,442.265625,331.484375,0.013436736539006233,447.421875,332.890625,0.23830869793891907,453.046875,325.859375,0.22417056560516357,453.984375,329.609375,0.34608444571495056,461.953125,330.546875,0.043641600757837296,463.828125,330.546875,0.16751831769943237,452.578125,333.359375,0.056349366903305054,452.578125,338.046875,0.1260840743780136,477.421875,333.359375,0.10489241778850555,476.015625,334.296875,0.1710965931415558,479.765625,324.921875,0.003913439344614744,474.140625,336.171875,0.006402811501175165,479.765625,298.671875,0.0016735566314309835,448.359375,337.109375,0.004243848379701376
73,0,432.421875,143.515625,0.009998057037591934,425.859375,130.390625,0.0023894337937235832,438.046875,143.984375,0.004295377526432276,432.421875,144.453125,0.0070248255506157875,430.546875,143.046875,0.015144683420658112,438.515625,144.453125,0.22350414097309113,436.171875,136.953125,0.28022873401641846,450.703125,146.796875,0.12547975778579712,449.296875,142.578125,0.09123269468545914,454.921875,147.734375,0.039161186665296555,453.515625,144.921875,0.05677233636379242,463.359375,137.890625,0.3022960424423218,461.953125,133.203125,0.3256252408027649,474.609375,137.890625,0.031801510602235794,475.078125,132.265625,0.04647306352853775,473.203125,143.515625,0.0018690266879275441,471.328125,146.796875,0.0018583504715934396
79,0,441.328125,165.078125,0.002566336654126644,441.796875,165.078125,0.0015894841635599732,477.421875,163.671875,0.0039057708345353603,431.484375,167.421875,0.0074861543253064156,435.234375,165.078125,0.03595868498086929,440.390625,154.296875,0.26091092824935913,440.390625,164.140625,0.26329487562179565,451.171875,154.765625,0.042936600744724274,450.703125,166.015625,0.17083176970481873,451.640625,166.015625,0.034825414419174194,460.078125,168.828125,0.1163071021437645,464.296875,152.421875,0.31609877943992615,465.234375,161.328125,0.39625823497772217,477.421875,151.015625,0.02451942302286625,475.078125,158.984375,0.02077217772603035,452.578125,166.953125,0.0014718046877533197,452.578125,166.953125,0.0016752013470977545
167,0,2.578125,481.015625,0.18038581311702728,2.109375,483.828125,0.08175677806138992,2.109375,479.609375,0.12041033059358597,0.234375,484.296875,0.030060211196541786,2.578125,476.796875,0.11132151633501053,13.359375,482.421875,0.25530189275741577,12.421875,468.828125,0.4937410056591034,28.828125,484.296875,0.052328649908304214,28.359375,462.734375,0.17600208520889282,39.609375,477.265625,0.028214819729328156,37.265625,462.734375,0.06424713134765625,42.890625,478.203125,0.10246376693248749,38.671875,463.671875,0.13620293140411377,28.828125,470.234375,0.002890833653509617,35.859375,458.046875,0.028561608865857124,28.828125,470.234375,0.0010269366903230548,28.828125,469.296875,0.0012759740930050611
195,0,260.859375,215.234375,0.001832175301387906,260.859375,215.703125,0.0010232755448669195,0.234375,265.390625,0.0008392667514272034,251.484375,218.984375,0.013197530061006546,253.828125,218.515625,0.00845685787498951,261.796875,215.703125,0.28024348616600037,260.390625,232.109375,0.32792478799819946,274.921875,208.203125,0.21460309624671936,277.265625,237.734375,0.05373047664761543,279.140625,205.390625,0.07018871605396271,286.171875,233.515625,0.02462748810648918,287.578125,217.109375,0.2295115739107132,288.515625,228.359375,0.22832544147968292,305.390625,217.109375,0.40442538261413574,304.453125,226.953125,0.3805115818977356,324.609375,219.453125,0.4715709388256073,323.203125,228.828125,0.5018657445907593
196,0,252.421875,219.453125,0.0034183592069894075,251.484375,218.046875,0.002444591373205185,259.921875,214.296875,0.0011485806899145246,251.484375,217.578125,0.04875325784087181,253.828125,221.328125,0.02404898777604103,261.328125,215.703125,0.4024750888347626,259.921875,232.109375,0.4354487657546997,274.921875,208.671875,0.2912021279335022,275.859375,236.796875,0.08620502054691315,279.609375,204.921875,0.0903046652674675,286.171875,233.984375,0.03693551570177078,287.578125,216.640625,0.3199491798877716,287.578125,228.828125,0.32655447721481323,305.390625,217.109375,0.4886738061904907,304.453125,226.953125,0.4743475317955017,324.609375,219.453125,0.5298373103141785,323.203125,229.296875,0.5640454292297363
199,0,24.140625,298.203125,0.0012230774154886603,24.140625,298.203125,0.0007005457300692797,479.765625,-9.765625,0.0006933746626600623,24.140625,298.203125,0.0009315351489931345,23.203125,291.171875,0.001201749430038035,14.296875,294.453125,0.003000702243298292,0.234375,294.921875,0.012461533769965172,15.703125,292.109375,0.017923569306731224,12.421875,289.765625,0.30466198921203613,26.484375,301.015625,0.03486686944961548,25.078125,300.546875,0.2794586420059204,34.453125,317.890625,0.013762217946350574,35.390625,302.890625,0.03066767007112503,26.484375,300.546875,0.002284082118421793,26.015625,300.546875,0.002715764567255974,23.671875,301.953125,0.0021692286245524883,26.484375,300.078125,0.0013727480545639992
